# Supplementary data for Figure 1: Galactic Chemical Evolution model predictions
# Generated on: 2025-06-10 11:38:09
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains galactic chemical evolution (GCE) model predictions
# for carbon and oxygen isotope ratios as a function of metallicity.
# The models are from Romano et al. (2022) and represent different
# stellar initial mass function (IMF) assumptions.
#
# Model details:
# - GCE models from Romano et al. (2022), A&A, 660, A76
# - Two mass range scenarios for stellar nucleosynthesis:
#   * 1-8 M☉: Standard IMF truncated at 8 M☉
#   * 3-8 M☉: IMF truncated between 3-8 M☉
# - Models include contributions from AGB stars, supernovae, and novae
# - Metallicity range: -0.7 < [M/H] < +0.5 dex
#
# Physical interpretation:
# - Higher mass ranges lead to different isotope ratio evolution
# - Models predict the galactic enrichment history of isotopes
# - Useful for understanding stellar nucleosynthesis contributions
#
# Column descriptions:
# metallicity_mh: [M/H] metallicity grid for model calculations
# carbon_isotope_ratio_1-8_msun: ¹²C/¹³C for 1-8 M☉ IMF model
# oxygen_isotope_ratio_1-8_msun: ¹⁶O/¹⁸O for 1-8 M☉ IMF model
# carbon_oxygen_ratio_1-8_msun: (¹²C/¹³C)/(¹⁶O/¹⁸O) for 1-8 M☉ model
# carbon_isotope_ratio_3-8_msun: ¹²C/¹³C for 3-8 M☉ IMF model
# oxygen_isotope_ratio_3-8_msun: ¹⁶O/¹⁸O for 3-8 M☉ IMF model
# carbon_oxygen_ratio_3-8_msun: (¹²C/¹³C)/(¹⁶O/¹⁸O) for 3-8 M☉ model
#
# Units:
# - Metallicity: dex (solar-normalized logarithmic scale)
# - Isotope ratios: dimensionless
#
# References:
# - GCE models: Romano et al. (2022), A&A, 660, A76
# - Stellar nucleosynthesis: Karakas & Lugaro (2016), ApJ, 825, 26
# - Nova nucleosynthesis: José & Hernanz (1998), ApJ, 494, 680
# - Supernova yields: Kobayashi et al. (2006), ApJ, 653, 1145
#
# Notes:
# - Models assume closed-box galactic evolution
# - Each row represents a different metallicity point
# - Isotope ratios increase/decrease based on stellar mass contributions
# - Use for comparison with observational measurements
#
metallicity_mh,carbon_isotope_ratio_1-8_msun,oxygen_isotope_ratio_1-8_msun,carbon_oxygen_ratio_1-8_msun,carbon_isotope_ratio_3-8_msun,oxygen_isotope_ratio_3-8_msun,carbon_oxygen_ratio_3-8_msun
0.18,85.96,489.26,0.18,90.59,489.24,0.19
0.18,85.87,488.87,0.18,90.59,488.88,0.19
0.18,85.77,488.51,0.18,90.59,488.49,0.19
0.18,85.68,488.15,0.18,90.59,488.13,0.19
0.18,85.59,487.80,0.18,90.59,487.78,0.19
0.18,85.50,487.40,0.18,90.59,487.42,0.19
0.18,85.40,487.05,0.18,90.60,487.03,0.19
0.18,85.31,486.70,0.18,90.60,486.67,0.19
0.18,85.22,486.34,0.18,90.60,486.32,0.19
0.18,85.13,485.99,0.18,90.60,485.97,0.19
0.18,85.03,485.60,0.18,90.60,485.62,0.19
0.18,84.94,485.25,0.18,90.60,485.23,0.19
0.18,84.85,484.90,0.17,90.60,484.88,0.19
0.18,84.76,484.54,0.17,90.61,484.53,0.19
0.18,84.67,484.19,0.17,90.60,484.18,0.19
0.18,84.58,483.80,0.17,90.61,483.83,0.19
0.18,84.49,483.45,0.17,90.61,483.48,0.19
0.18,84.40,483.10,0.17,90.61,483.09,0.19
0.18,84.31,482.76,0.17,90.61,482.74,0.19
0.18,84.22,482.41,0.17,90.62,482.40,0.19
0.18,84.13,482.06,0.17,90.62,482.04,0.19
0.18,84.04,481.67,0.17,90.62,481.70,0.19
0.18,83.95,481.33,0.17,90.62,481.35,0.19
0.18,83.86,480.98,0.17,90.62,481.01,0.19
0.18,83.77,480.63,0.17,90.62,480.63,0.19
0.18,83.68,480.29,0.17,90.62,480.28,0.19
0.18,83.59,479.95,0.17,90.63,479.93,0.19
0.18,83.50,479.60,0.17,90.63,479.59,0.19
0.19,83.41,479.22,0.17,90.63,479.25,0.19
0.19,83.32,478.88,0.17,90.63,478.91,0.19
0.19,83.23,478.54,0.17,90.63,478.57,0.19
0.19,83.14,478.20,0.17,90.63,478.22,0.19
0.19,83.05,477.85,0.17,90.64,477.84,0.19
0.19,82.97,477.51,0.17,90.64,477.50,0.19
0.19,82.88,477.17,0.17,90.64,477.17,0.19
0.19,82.79,476.83,0.17,90.64,476.82,0.19
0.19,82.70,476.45,0.17,90.64,476.48,0.19
0.19,82.61,476.11,0.17,90.64,476.15,0.19
0.19,82.53,475.77,0.17,90.65,475.80,0.19
0.19,82.44,475.44,0.17,90.65,475.47,0.19
0.19,82.35,475.09,0.17,90.65,475.13,0.19
0.19,82.26,474.76,0.17,90.65,474.79,0.19
0.19,82.18,474.43,0.17,90.65,474.46,0.19
0.19,82.09,474.08,0.17,90.66,474.12,0.19
0.19,82.00,473.75,0.17,90.66,473.78,0.19
0.19,81.91,473.41,0.17,90.66,473.45,0.19
0.19,81.82,473.08,0.17,90.66,473.08,0.19
0.19,81.74,472.74,0.17,90.66,472.74,0.19
0.19,81.65,472.41,0.17,90.66,472.41,0.19
0.19,81.57,472.07,0.17,90.66,472.08,0.19
0.19,81.48,471.74,0.17,90.67,471.75,0.19
0.19,81.39,471.41,0.17,90.67,471.42,0.19
0.19,81.31,471.04,0.17,90.67,471.08,0.19
0.19,81.22,470.71,0.17,90.67,470.75,0.19
0.19,81.14,470.38,0.17,90.68,470.42,0.19
0.19,81.05,470.05,0.17,90.68,470.09,0.19
0.19,80.97,469.72,0.17,90.68,469.77,0.19
0.19,80.88,469.39,0.17,90.68,469.43,0.19
0.19,80.79,469.06,0.17,90.68,469.11,0.19
0.20,80.71,468.73,0.17,90.68,468.78,0.19
0.20,80.62,468.41,0.17,90.69,468.45,0.19
0.20,80.54,468.07,0.17,90.69,468.12,0.19
0.20,80.45,467.75,0.17,90.69,467.80,0.19
0.20,80.37,467.42,0.17,90.69,467.47,0.19
0.20,80.28,467.09,0.17,90.69,467.14,0.19
0.20,80.20,466.77,0.17,90.69,466.82,0.19
0.20,80.11,466.44,0.17,90.70,466.49,0.19
0.20,80.03,466.12,0.17,90.70,466.17,0.19
0.20,79.94,465.79,0.17,90.70,465.84,0.19
0.20,79.86,465.47,0.17,90.70,465.52,0.19
0.20,79.78,465.18,0.17,90.70,465.23,0.19
0.20,79.69,464.86,0.17,90.70,464.91,0.20
0.20,79.61,464.53,0.17,90.71,464.58,0.20
0.20,79.52,464.21,0.17,90.71,464.26,0.20
0.20,79.44,463.89,0.17,90.71,463.94,0.20
0.20,79.36,463.56,0.17,90.71,463.62,0.20
0.20,79.27,463.25,0.17,90.71,463.30,0.20
0.20,79.19,462.93,0.17,90.72,462.98,0.20
0.20,79.11,462.60,0.17,90.72,462.66,0.20
0.20,79.03,462.29,0.17,90.72,462.34,0.20
0.20,78.94,461.97,0.17,90.72,462.02,0.20
0.20,78.86,461.65,0.17,90.72,461.71,0.20
0.20,78.78,461.33,0.17,90.72,461.39,0.20
0.20,78.69,461.01,0.17,90.73,461.07,0.20
0.20,78.61,460.69,0.17,90.73,460.79,0.20
0.20,78.53,460.38,0.17,90.73,460.47,0.20
0.20,78.45,460.09,0.17,90.73,460.15,0.20
0.20,78.36,459.78,0.17,90.74,459.83,0.20
0.20,78.28,459.46,0.17,90.74,459.52,0.20
0.20,78.20,459.15,0.17,90.74,459.21,0.20
0.20,78.12,458.84,0.17,90.74,458.89,0.20
0.21,78.04,458.52,0.17,90.74,458.58,0.20
0.21,77.96,458.21,0.17,90.74,458.27,0.20
0.21,77.87,457.93,0.17,90.75,457.99,0.20
0.21,77.79,457.62,0.17,90.75,457.68,0.20
0.21,77.71,457.31,0.17,90.75,457.37,0.20
0.21,77.63,457.01,0.17,90.75,457.06,0.20
0.21,77.55,456.73,0.17,90.76,456.78,0.20
0.21,77.47,456.42,0.17,90.76,456.48,0.20
0.21,77.39,456.12,0.17,90.76,456.18,0.20
0.21,77.30,455.81,0.17,90.76,455.90,0.20
0.21,77.23,455.54,0.17,90.76,455.59,0.20
0.21,77.14,455.23,0.17,90.76,455.29,0.20
0.21,77.06,454.96,0.17,90.77,455.02,0.20
0.21,76.99,454.66,0.17,90.77,454.72,0.20
0.21,76.90,454.36,0.17,90.77,454.42,0.20
0.21,76.82,454.09,0.17,90.77,454.15,0.20
0.21,76.74,453.79,0.17,90.77,453.85,0.20
0.21,76.66,453.52,0.17,90.78,453.58,0.20
0.21,76.59,453.22,0.17,90.78,453.28,0.20
0.21,76.51,452.96,0.17,90.78,453.02,0.20
0.21,76.43,452.67,0.17,90.78,452.72,0.20
0.21,76.35,452.40,0.17,90.79,452.46,0.20
0.21,76.27,452.10,0.17,90.79,452.16,0.20
0.21,76.19,451.85,0.17,90.79,451.90,0.20
0.21,76.11,451.55,0.17,90.79,451.61,0.20
0.21,76.03,451.28,0.17,90.79,451.35,0.20
0.21,75.95,451.03,0.17,90.80,451.05,0.20
0.21,75.87,450.73,0.17,90.80,450.80,0.20
0.21,75.80,450.48,0.17,90.80,450.53,0.20
0.21,75.72,450.18,0.17,90.80,450.25,0.20
0.21,75.64,449.93,0.17,90.81,449.98,0.20
0.21,75.56,449.67,0.17,90.81,449.73,0.20
0.21,75.48,449.41,0.17,90.81,449.44,0.20
0.21,75.41,449.13,0.17,90.81,449.18,0.20
0.22,75.33,448.87,0.17,90.82,448.93,0.20
0.22,75.25,448.62,0.17,90.82,448.68,0.20
0.22,75.17,448.33,0.17,90.82,448.39,0.20
0.22,75.09,448.08,0.17,90.82,448.14,0.20
0.22,75.02,447.83,0.17,90.82,447.89,0.20
0.22,74.94,447.58,0.17,90.82,447.63,0.20
0.22,74.86,447.32,0.17,90.83,447.35,0.20
0.22,74.79,447.04,0.17,90.83,447.10,0.20
0.22,74.71,446.79,0.17,90.83,446.85,0.20
0.22,74.63,446.54,0.17,90.83,446.60,0.20
0.22,74.55,446.29,0.17,90.84,446.36,0.20
0.22,74.48,446.04,0.17,90.84,446.11,0.20
0.22,74.40,445.80,0.17,90.84,445.83,0.20
0.22,74.32,445.55,0.17,90.85,445.58,0.20
0.22,74.25,445.31,0.17,90.85,445.33,0.20
0.22,74.17,445.06,0.17,90.85,445.09,0.20
0.22,74.10,444.81,0.17,90.85,444.84,0.20
0.22,74.02,444.54,0.17,90.85,444.60,0.20
0.22,73.94,444.30,0.17,90.86,444.36,0.20
0.22,73.87,444.06,0.17,90.86,444.11,0.20
0.22,73.79,443.81,0.17,90.86,443.86,0.20
0.22,73.72,443.57,0.17,90.86,443.63,0.20
0.22,73.64,443.33,0.17,90.87,443.38,0.20
0.22,73.56,443.11,0.17,90.87,443.14,0.21
0.22,73.49,442.88,0.17,90.87,442.90,0.21
0.22,73.41,442.63,0.17,90.87,442.66,0.21
0.22,73.34,442.40,0.17,90.87,442.42,0.21
0.22,73.26,442.16,0.17,90.88,442.18,0.21
0.22,73.19,441.92,0.17,90.88,441.95,0.21
0.22,73.11,441.68,0.17,90.88,441.70,0.21
0.22,73.04,441.45,0.17,90.89,441.50,0.21
0.22,72.96,441.20,0.17,90.89,441.26,0.21
0.22,72.89,440.97,0.17,90.89,441.03,0.21
0.22,72.81,440.77,0.17,90.89,440.79,0.21
0.23,72.74,440.53,0.17,90.90,440.56,0.21
0.23,72.67,440.29,0.17,90.89,440.32,0.21
0.23,72.59,440.06,0.16,90.90,440.09,0.21
0.23,72.52,439.83,0.16,90.90,439.89,0.21
0.23,72.44,439.59,0.16,90.91,439.65,0.21
0.23,72.37,439.39,0.16,90.91,439.42,0.21
0.23,72.30,439.16,0.16,90.91,439.19,0.21
0.23,72.22,438.93,0.16,90.91,438.96,0.21
0.23,72.15,438.70,0.16,90.92,438.76,0.21
0.23,72.07,438.50,0.16,90.92,438.53,0.21
0.23,72.00,438.27,0.16,90.92,438.30,0.21
0.23,71.93,438.04,0.16,90.92,438.07,0.21
0.23,71.85,437.81,0.16,90.93,437.87,0.21
0.23,71.78,437.61,0.16,90.93,437.64,0.21
0.23,71.71,437.38,0.16,90.93,437.41,0.21
0.23,71.64,437.16,0.16,90.93,437.21,0.21
0.23,71.56,436.96,0.16,90.93,436.99,0.21
0.23,71.49,436.73,0.16,90.94,436.76,0.21
0.23,71.42,436.50,0.16,90.94,436.56,0.21
0.23,71.35,436.31,0.16,90.94,436.33,0.21
0.23,71.27,436.08,0.16,90.95,436.11,0.21
0.23,71.20,435.86,0.16,90.95,435.91,0.21
0.23,71.13,435.67,0.16,90.95,435.69,0.21
0.23,71.06,435.44,0.16,90.95,435.47,0.21
0.23,70.99,435.24,0.16,90.96,435.27,0.21
0.23,70.91,435.02,0.16,90.96,435.05,0.21
0.23,70.84,434.80,0.16,90.96,434.86,0.21
0.23,70.77,434.61,0.16,90.96,434.63,0.21
0.23,70.70,434.39,0.16,90.97,434.41,0.21
0.23,70.63,434.20,0.16,90.97,434.22,0.21
0.23,70.56,433.97,0.16,90.97,434.00,0.21
0.23,70.48,433.79,0.16,90.97,433.81,0.21
0.23,70.41,433.56,0.16,90.98,433.59,0.21
0.23,70.34,433.37,0.16,90.98,433.40,0.21
0.23,70.27,433.15,0.16,90.98,433.18,0.21
0.24,70.20,432.96,0.16,90.98,432.99,0.21
0.24,70.13,432.75,0.16,90.99,432.78,0.21
0.24,70.06,432.56,0.16,90.99,432.58,0.21
0.24,69.99,432.34,0.16,90.99,432.37,0.21
0.24,69.92,432.16,0.16,91.00,432.18,0.21
0.24,69.85,431.93,0.16,91.00,431.96,0.21
0.24,69.78,431.75,0.16,91.00,431.78,0.21
0.24,69.71,431.53,0.16,91.00,431.56,0.21
0.24,69.64,431.35,0.16,91.01,431.38,0.21
0.24,69.57,431.14,0.16,91.01,431.16,0.21
0.24,69.50,430.95,0.16,91.01,430.97,0.21
0.24,69.43,430.73,0.16,91.02,430.76,0.21
0.24,69.37,430.55,0.16,91.02,430.58,0.21
0.24,69.30,430.37,0.16,91.03,430.39,0.21
0.24,69.23,430.15,0.16,91.03,430.18,0.21
0.24,69.16,429.97,0.16,91.03,430.00,0.21
0.24,69.10,429.76,0.16,91.04,429.79,0.21
0.24,69.03,429.58,0.16,91.03,429.60,0.21
0.24,68.96,429.37,0.16,91.04,429.42,0.21
0.24,68.89,429.16,0.16,91.05,429.21,0.21
0.24,68.83,428.95,0.16,91.05,429.00,0.21
0.24,68.76,428.70,0.16,91.05,428.79,0.21
0.24,68.69,428.49,0.16,91.05,428.58,0.21
0.24,68.62,428.25,0.16,91.06,428.37,0.21
0.24,68.56,428.04,0.16,91.06,428.13,0.21
0.24,68.49,427.81,0.16,91.06,427.93,0.21
0.24,68.43,427.57,0.16,91.06,427.69,0.21
0.24,68.36,427.33,0.16,91.07,427.48,0.21
0.24,68.30,427.10,0.16,91.07,427.24,0.21
0.24,68.23,426.86,0.16,91.07,427.01,0.21
0.24,68.17,426.63,0.16,91.07,426.77,0.21
0.24,68.10,426.39,0.16,91.08,426.54,0.21
0.24,68.04,426.16,0.16,91.08,426.30,0.21
0.24,67.97,425.93,0.16,91.08,426.07,0.21
0.24,67.91,425.67,0.16,91.08,425.83,0.21
0.24,67.84,425.43,0.16,91.09,425.60,0.21
0.24,67.78,425.20,0.16,91.09,425.37,0.21
0.25,67.71,424.97,0.16,91.09,425.11,0.21
0.25,67.65,424.71,0.16,91.09,424.88,0.21
0.25,67.59,424.48,0.16,91.10,424.65,0.21
0.25,67.52,424.22,0.16,91.10,424.42,0.21
0.25,67.46,423.99,0.16,91.10,424.16,0.21
0.25,67.39,423.73,0.16,91.10,423.93,0.21
0.25,67.33,423.50,0.16,91.10,423.67,0.22
0.25,67.27,423.28,0.16,91.11,423.44,0.22
0.25,67.21,423.02,0.16,91.11,423.19,0.22
0.25,67.14,422.79,0.16,91.11,422.96,0.22
0.25,67.08,422.53,0.16,91.11,422.70,0.22
0.25,67.02,422.31,0.16,91.12,422.48,0.22
0.25,66.95,422.06,0.16,91.12,422.25,0.22
0.25,66.89,421.83,0.16,91.12,422.00,0.22
0.25,66.83,421.61,0.16,91.12,421.78,0.22
0.25,66.77,421.35,0.16,91.13,421.52,0.22
0.25,66.71,421.13,0.16,91.13,421.29,0.22
0.25,66.64,420.88,0.16,91.13,421.07,0.22
0.25,66.58,420.66,0.16,91.14,420.82,0.22
0.25,66.52,420.40,0.16,91.14,420.60,0.22
0.25,66.46,420.18,0.16,91.14,420.35,0.22
0.25,66.40,419.96,0.16,91.14,420.13,0.22
0.25,66.34,419.71,0.16,91.15,419.90,0.22
0.25,66.28,419.49,0.16,91.14,419.66,0.22
0.25,66.22,419.26,0.16,91.15,419.43,0.22
0.25,66.16,419.02,0.16,91.15,419.21,0.22
0.25,66.10,418.80,0.16,91.15,418.96,0.22
0.25,66.04,418.55,0.16,91.16,418.75,0.22
0.25,65.98,418.34,0.16,91.16,418.50,0.22
0.25,65.92,418.11,0.16,91.16,418.28,0.22
0.25,65.86,417.87,0.16,91.16,418.04,0.22
0.25,65.80,417.66,0.16,91.17,417.82,0.22
0.25,65.74,417.43,0.16,91.17,417.60,0.22
0.25,65.68,417.19,0.16,91.17,417.36,0.22
0.25,65.62,416.98,0.16,91.17,417.14,0.22
0.25,65.56,416.76,0.16,91.18,416.92,0.22
0.25,65.50,416.52,0.16,91.18,416.68,0.22
0.25,65.44,416.30,0.16,91.18,416.47,0.22
0.26,65.38,416.09,0.16,91.18,416.25,0.22
0.26,65.32,415.84,0.16,91.19,416.03,0.22
0.26,65.26,415.63,0.16,91.19,415.79,0.22
0.26,65.21,415.42,0.16,91.19,415.58,0.22
0.26,65.15,415.21,0.16,91.19,415.37,0.22
0.26,65.09,414.97,0.16,91.20,415.16,0.22
0.26,65.03,414.75,0.16,91.20,414.91,0.22
0.26,64.97,414.54,0.16,91.20,414.70,0.22
0.26,64.92,414.30,0.16,91.20,414.49,0.22
0.26,64.86,414.09,0.16,91.21,414.25,0.22
0.26,64.80,413.88,0.16,91.21,414.04,0.22
0.26,64.74,413.65,0.16,91.21,413.83,0.22
0.26,64.69,413.44,0.16,91.22,413.60,0.22
0.26,64.63,413.23,0.16,91.22,413.39,0.22
0.26,64.57,413.02,0.16,91.22,413.18,0.22
0.26,64.52,412.78,0.16,91.22,412.97,0.22
0.26,64.46,412.58,0.16,91.23,412.74,0.22
0.26,64.40,412.37,0.16,91.23,412.53,0.22
0.26,64.35,412.16,0.16,91.23,412.32,0.22
0.26,64.29,411.95,0.16,91.24,412.11,0.22
0.26,64.23,411.72,0.16,91.24,411.91,0.22
0.26,64.18,411.51,0.16,91.24,411.67,0.22
0.26,64.12,411.31,0.16,91.25,411.47,0.22
0.26,64.07,411.10,0.16,91.25,411.26,0.22
0.26,64.01,410.89,0.16,91.25,411.05,0.22
0.26,63.95,410.69,0.16,91.25,410.85,0.22
0.26,63.90,410.48,0.16,91.26,410.64,0.22
0.26,63.84,410.28,0.16,91.26,410.44,0.22
0.26,63.78,410.06,0.16,91.26,410.21,0.22
0.26,63.73,409.85,0.16,91.27,410.01,0.22
0.26,63.67,409.65,0.16,91.27,409.80,0.22
0.26,63.62,409.44,0.16,91.27,409.60,0.22
0.26,63.56,409.24,0.16,91.27,409.40,0.22
0.26,63.51,409.04,0.16,91.28,409.20,0.22
0.26,63.45,408.84,0.16,91.28,409.00,0.22
0.26,63.40,408.64,0.16,91.28,408.79,0.22
0.26,63.34,408.43,0.16,91.28,408.60,0.22
0.26,63.29,408.21,0.16,91.29,408.40,0.22
0.26,63.23,408.01,0.15,91.29,408.17,0.22
0.27,63.18,407.81,0.15,91.29,407.97,0.22
0.27,63.13,407.61,0.15,91.30,407.77,0.22
0.27,63.07,407.41,0.15,91.30,407.57,0.22
0.27,63.02,407.21,0.15,91.30,407.37,0.22
0.27,62.96,407.02,0.15,91.31,407.18,0.22
0.27,62.91,406.82,0.15,91.31,406.97,0.22
0.27,62.85,406.62,0.15,91.31,406.78,0.22
0.27,62.80,406.43,0.15,91.31,406.58,0.22
0.27,62.75,406.23,0.15,91.32,406.38,0.22
0.27,62.69,406.03,0.15,91.32,406.19,0.22
0.27,62.64,405.84,0.15,91.32,405.99,0.22
0.27,62.58,405.64,0.15,91.32,405.80,0.23
0.27,62.53,405.45,0.15,91.33,405.60,0.23
0.27,62.48,405.25,0.15,91.33,405.41,0.23
0.27,62.42,405.06,0.15,91.33,405.21,0.23
0.27,62.37,404.86,0.15,91.33,405.02,0.23
0.27,62.32,404.67,0.15,91.34,404.82,0.23
0.27,62.26,404.47,0.15,91.34,404.63,0.23
0.27,62.21,404.31,0.15,91.35,404.43,0.23
0.27,62.16,404.12,0.15,91.35,404.24,0.23
0.27,62.10,403.92,0.15,91.35,404.05,0.23
0.27,62.05,403.73,0.15,91.36,403.88,0.23
0.27,62.00,403.54,0.15,91.36,403.69,0.23
0.27,61.95,403.35,0.15,91.36,403.50,0.23
0.27,61.89,403.16,0.15,91.37,403.31,0.23
0.27,61.84,402.99,0.15,91.37,403.12,0.23
0.27,61.79,402.80,0.15,91.37,402.93,0.23
0.27,61.74,402.61,0.15,91.37,402.74,0.23
0.27,61.69,402.42,0.15,91.37,402.58,0.23
0.27,61.63,402.23,0.15,91.38,402.38,0.23
0.27,61.58,402.07,0.15,91.38,402.19,0.23
0.27,61.53,401.87,0.15,91.38,402.01,0.23
0.27,61.48,401.69,0.15,91.39,401.82,0.23
0.27,61.43,401.50,0.15,91.39,401.65,0.23
0.27,61.37,401.31,0.15,91.39,401.47,0.23
0.27,61.32,401.12,0.15,91.40,401.28,0.23
0.27,61.27,400.94,0.15,91.40,401.09,0.23
0.27,61.22,400.75,0.15,91.40,400.90,0.23
0.27,61.16,400.59,0.15,91.41,400.72,0.23
0.27,61.11,400.40,0.15,91.41,400.53,0.23
0.27,61.06,400.22,0.15,91.41,400.37,0.23
0.28,61.01,400.03,0.15,91.42,400.19,0.23
0.28,60.96,399.85,0.15,91.42,400.00,0.23
0.28,60.91,399.69,0.15,91.42,399.81,0.23
0.28,60.86,399.50,0.15,91.43,399.63,0.23
0.28,60.81,399.31,0.15,91.43,399.47,0.23
0.28,60.76,399.13,0.15,91.43,399.29,0.23
0.28,60.70,398.97,0.15,91.43,399.10,0.23
0.28,60.65,398.79,0.15,91.44,398.92,0.23
0.28,60.60,398.61,0.15,91.44,398.76,0.23
0.28,60.55,398.43,0.15,91.44,398.58,0.23
0.28,60.50,398.27,0.15,91.45,398.40,0.23
0.28,60.45,398.09,0.15,91.45,398.22,0.23
0.28,60.40,397.90,0.15,91.45,398.06,0.23
0.28,60.35,397.75,0.15,91.46,397.88,0.23
0.28,60.30,397.57,0.15,91.46,397.70,0.23
0.28,60.25,397.39,0.15,91.46,397.54,0.23
0.28,60.20,397.23,0.15,91.47,397.36,0.23
0.28,60.15,397.05,0.15,91.47,397.18,0.23
0.28,60.10,396.87,0.15,91.47,397.02,0.23
0.28,60.05,396.71,0.15,91.48,396.84,0.23
0.28,60.00,396.53,0.15,91.48,396.66,0.23
0.28,59.95,396.35,0.15,91.48,396.50,0.23
0.28,59.90,396.20,0.15,91.48,396.33,0.23
0.28,59.85,396.02,0.15,91.49,396.15,0.23
0.28,59.80,395.86,0.15,91.49,395.99,0.23
0.28,59.75,395.69,0.15,91.50,395.81,0.23
0.28,59.70,395.51,0.15,91.50,395.66,0.23
0.28,59.65,395.36,0.15,91.50,395.49,0.23
0.28,59.60,395.18,0.15,91.51,395.33,0.23
0.28,59.55,395.03,0.15,91.51,395.15,0.23
0.28,59.50,394.85,0.15,91.51,394.98,0.23
0.28,59.45,394.70,0.15,91.52,394.82,0.23
0.28,59.41,394.53,0.15,91.52,394.65,0.23
0.28,59.36,394.37,0.15,91.52,394.50,0.23
0.28,59.31,394.20,0.15,91.53,394.32,0.23
0.28,59.26,394.04,0.15,91.53,394.17,0.23
0.28,59.21,393.87,0.15,91.53,394.00,0.23
0.28,59.16,393.72,0.15,91.53,393.85,0.23
0.28,59.11,393.54,0.15,91.54,393.67,0.23
0.28,59.06,393.39,0.15,91.54,393.52,0.23
0.28,59.01,393.22,0.15,91.54,393.35,0.23
0.28,58.96,393.07,0.15,91.55,393.20,0.23
0.29,58.92,392.90,0.15,91.55,393.02,0.23
0.29,58.87,392.75,0.15,91.55,392.88,0.23
0.29,58.82,392.60,0.15,91.56,392.70,0.23
0.29,58.77,392.43,0.15,91.56,392.55,0.23
0.29,58.72,392.28,0.15,91.57,392.41,0.23
0.29,58.67,392.11,0.15,91.57,392.23,0.23
0.29,58.63,391.96,0.15,91.57,392.08,0.23
0.29,58.58,391.79,0.15,91.57,391.92,0.23
0.29,58.53,391.64,0.15,91.58,391.77,0.23
0.29,58.48,391.47,0.15,91.58,391.60,0.23
0.29,58.43,391.32,0.15,91.58,391.45,0.23
0.29,58.38,391.16,0.15,91.59,391.28,0.23
0.29,58.34,391.01,0.15,91.59,391.13,0.23
